pitch speed curve angle
foul 104.9866 7.4275 0.4
strike 90.6959 1.9591 -6.6
strike 92.116 6.2116 -6.5
foul 112.408 6.4159 -0.5
strike 98.8994 1.2079 -2.1
hit 112.0139 2.3162 2.4
hit 108.8003 2.9637 -2
strike 105.9612 24.8391 5.8
strike 112.7583 5.758 2.5
strike 92.2716 5.0207 -1.4
foul 117.0822 3.8432 -1.8
strike 91.9424 6.2711 -2.8
foul 108.5625 6.7984 -0.5
strike 100.8191 2.0902 5.8
hit 114.8061 6.047 2.5
strike 100.8467 4.0011 4.9
strike 106.4493 0.7323 -3.1
strike 103.5332 2.8879 2.1
foul 102.6343 16.4877 2.3
strike 98.6289 1.2761 -2.5
strike 97.7325 3.1615 -3.6
strike 107.8702 1.0073 1.4
hit 117.03 0.9034 -2.1
strike 99.8475 1.0168 1
strike 113.9115 12.4623 -5.4
strike 101.6553 3.3985 0.1
strike 96.8455 4.3091 -0.3
strike 105.8312 4.3109 0.3
hit 100.3132 4.4917 8
foul 105.3924 11.5955 -2.5
strike 90.8732 3.3314 0.3
strike 109.548 1.1206 -0.1
hit 105.9499 3.8537 5.1
strike 94.0066 1.9499 -1.3
strike 102.8528 5.3073 3.4
hit 99.6495 26.403 5
foul 110.0646 4.2594 -2
strike 97.0595 3.2766 3.8
foul 112.6908 11.7114 -1.3
strike 92.8352 7.6223 -4.5
strike 94.0659 12.0331 -0.1
hit 103.2769 8.9048 -4.5
strike 95.3766 1.5093 1.1
strike 97.4441 3.1748 2
strike 90.9479 4.7538 2.4
strike 100.7733 16.5787 1.4
strike 101.1248 3.5064 -3.8
hit 104.6366 10.81 4.8
strike 93.874 5.26 -4.7
hit 113.2263 1.8758 -1.8
hit 99.8212 6.9983 2.2
strike 96.3723 11.7132 3.3
foul 101.9634 7.2303 2.3
strike 99.5044 3.7378 1
strike 99.8516 1.3617 1.8
strike 95.4027 13.1251 -9.1
strike 114.6411 13.0398 5
strike 110.6645 15.5348 5
strike 99.4438 7.9956 -5
strike 102.5942 2.5625 0.5
strike 100.5061 1.4693 -2.3
hit 111.987 5.4247 -1.2
strike 91.9084 3.736 -0.2
strike 93.3926 6.7999 0.5
hit 104.0916 10.1637 -1.8
strike 99.0872 3.0847 0.2
strike 99.9242 6.356 -2.3
strike 97.0959 8.2734 -2.9
foul 104.1188 10.3413 -0.2
strike 99.296 9.8213 5.4
foul 115.5881 5.6958 -5.5
hit 98.4012 11.9801 1.1
strike 110.6712 2.9823 0
strike 95.4634 6.3709 5
hit 115.026 7.5296 -1.3
hit 99.88 7.7995 4.6
strike 111.9919 1.174 -1.2
strike 109.216 0.7724 -0.7
strike 90.781 5.4224 0
strike 90.1711 0.6811 0.6
strike 91.01 3.968 2.3
foul 110.0597 4.9655 -2.4
hit 109.1376 2.6384 0.6
strike 115.7202 3.3003 2.6
strike 112.9462 9.9542 -0.9
foul 112.9248 0.3709 6.3
foul 109.139 6.7329 1.3
strike 91.4071 7.4748 3.6
strike 100.2658 0.1882 1
foul 105.2834 18.716 0.3
strike 101.6443 1.2502 2.1
hit 117.64 1.1207 0.6
strike 98.6497 8.1641 1.1
strike 100.2702 10.026 -1
strike 115.6232 0.821 -0.5
hit 101.2117 8.3123 -0.9
strike 92.8725 3.1124 1.5
strike 97.8186 1.3346 5.6
strike 113.9641 2.4335 1.8
hit 106.2011 10.1399 1.7
strike 113.162 5.238 -0.9
foul 112.2379 4.1073 -2.7
strike 95.5643 0.6507 2
hit 105.8318 5.5357 -2.1
strike 107.436 3.5189 0.8
hit 107.6349 6.0032 -2.5
foul 105.8124 2.8748 1.6
strike 95.6004 3.0187 -3.5
strike 102.84 2.6901 1.6
strike 100.2103 6.4797 -1.6
strike 90.6576 5.4017 1.6
strike 102.9584 15.5773 2.5
strike 117.546 7.1607 0.5
hit 111.9207 2.3168 5.9
foul 110.1204 3.3586 -2.1
strike 100.4813 1.0673 0.5
hit 112.625 3.5765 -0.6
strike 91.3564 4.3234 2.6
hit 96.3521 9.3632 0.7
strike 114.139 0.5163 2
foul 110.1354 3.8889 -0.6
strike 96.0767 3.7368 3.3
strike 93.0301 2.5529 1.5
strike 92.1335 2.7741 1.1
strike 95.744 2.0092 0
strike 110.4989 7.1415 -1.2
strike 95.0672 2.6138 -1.5
strike 91.0089 1.0229 -2.1
foul 101.0034 10.9976 -5.4
foul 111.7811 6.301 -3.3
foul 100.4978 11.5099 5.3
strike 93.4261 4.0728 1.9
strike 112.6294 2.3485 2
foul 105.7451 9.4629 -2.5
strike 99.9416 0.8133 -6.1
strike 93.1286 7.619 -2.6
strike 100.7026 8.3644 0.3
strike 93.6718 12.318 -2
foul 110.5024 7.0602 1.9
strike 92.9938 7.4728 -1
foul 112.381 0.8992 2.5
strike 104.8377 2.4803 1.1
strike 113.2441 7.0363 0.4
strike 99.8744 6.5911 5.5
strike 106.4244 16.7864 5.1
hit 112.9415 1.0362 -1.4
strike 98.8388 1.7639 1.9
strike 91.466 0.6691 4
strike 107.3534 1.0731 -0.7
hit 101.3214 5.5651 0.4
strike 95.5196 0.1833 0.5
hit 111.8628 1.5403 -2.7
strike 102.4836 1.0576 -1.7
strike 104.3149 4.5009 -2.6
strike 112.5325 3.3489 -1.1
strike 104.5801 1.9858 5.5
strike 95.954 4.5111 -0.5
strike 90.8575 1.3834 0.8
hit 109.6928 1.7044 -1.4
hit 116.9906 1.1674 -1.7
strike 94.9369 12.3373 -2.2
foul 93.4738 16.3798 0.4
strike 91.446 3.5016 -0.3
hit 117.0636 5.3015 -1.3
strike 95.5559 8.9949 1
hit 108.946 3.5442 5.4
hit 104.652 6.5419 4.4
strike 105.4616 1.3832 0.6
strike 105.7883 3.4306 0.6
strike 95.021 6.7786 -3.6
hit 108.835 7.2272 -1.1
strike 95.7323 0.702 8.8
strike 100.6265 4.17 0.5
foul 102.6558 12.7684 -3.6
hit 114.6798 3.8295 1.6
hit 108.3085 2.2513 -0.2
strike 106.1524 7.0541 0.9
hit 107.3321 6.6323 2.5
strike 91.5027 6.1524 -2.7
hit 112.9806 4.4832 -3.6
strike 109.2212 0.7034 -0.1
hit 106.0846 3.992 2.9
strike 91.3907 2.5533 2.9
foul 114.0646 1.9706 -1.9
strike 110.9541 0.0413 1.3
hit 115.1681 2.1253 0
strike 98.1078 4.999 0.8
hit 105.3507 9.4417 -0.5
strike 115.3467 1.878 -0.3
strike 101.1666 0.9819 1.6
strike 116.9059 5.2952 2.8
strike 95.6727 1.7663 -1.2
strike 102.2909 5.3045 1.4
strike 90.3743 4.1007 -4.2
hit 100.6205 15.7229 -0.6
foul 106.4468 4.8717 -2.2
strike 110.8403 4.7651 3.1
strike 95.8259 1.0719 0.7
foul 112.2751 5.0088 -3.5
strike 100.5883 1.8029 -0.9
strike 96.1066 3.3493 -4.6
strike 95.5785 5.814 1.6
strike 105.3885 11.6944 2.9
strike 97.1348 6.8148 1.1
strike 94.5125 3.6616 -2
strike 96.3427 1.3319 5.5
strike 103.295 1.8016 -0.4
strike 117.6119 29.8752 -3.1
hit 106.5508 3.8057 2.6
foul 106.5907 23.7141 7
strike 114.3628 3.8408 -0.8
foul 106.5938 13.362 -1.3
strike 96.0532 2.9923 4.4
strike 115.5338 6.5611 0.8
strike 99.5925 6.2517 -4.8
strike 96.798 1.1489 0.4
hit 101.8988 10.7595 -7.2
foul 112.5638 4.6243 -2
strike 97.1701 5.3581 3.6
hit 111.89 0.6925 0
strike 92.0488 6.7285 0.6
strike 92.236 5.2233 0.2
strike 111.4706 3.7883 1.9
hit 109.4618 0.2654 -0.9
strike 97.8172 2.8756 -1.8
strike 93.8595 8.9484 1.8
hit 115.174 4.9417 -2.7
strike 103.8649 4.4608 -0.6
strike 105.8378 1.5379 2.1
foul 111.8402 11.2459 -0.7
foul 113.9347 6.3854 -1
foul 94.5455 13.9693 7.1
hit 117.1409 11.7928 -4.3
foul 114.4899 14.1691 -2.1
strike 102.9263 4.4965 2.1
strike 93.5063 1.8921 4.3
foul 117.4129 7.6736 -3.3
foul 100.7692 10.1893 -0.7
hit 113.3687 1.1365 -8.1
foul 117.3702 1.5088 2.2
foul 109.7955 10.5133 -3.7
hit 103.8637 5.7233 6.9
foul 111.9401 2.0509 2.3
strike 95.826 1.9212 1.1
foul 106.8312 3.6727 -2.1
strike 109.1786 8.9123 2.5
hit 116.0115 1.8278 -5.5
hit 107.9358 5.8262 -3.4
strike 103.4857 3.4931 0.8
hit 103.2045 10.2533 1.5
foul 115.0866 2.2591 -1.9
strike 100.1983 3.9635 -0.7
strike 96.7423 5.7079 0.1
foul 114.6341 10.4748 -4.1
strike 117.8264 16.3328 3.7
hit 105.7096 0.9662 5
strike 93.1182 7.9704 4.9
foul 97.3751 8.9016 6.7
strike 100.5315 5.2227 1.1
foul 103.7991 4.9551 2.4
strike 95.0372 9.8108 0.2
strike 97.6895 1.4598 -0.9
strike 108.1184 11.2269 1
hit 105.9528 5.4167 -4.9
hit 110.8112 0.8098 -1.9
hit 103.0486 4.1423 -0.2
hit 99.8427 9.0485 -1.3
foul 105.2388 7.4711 -1
strike 97.5897 2.1503 1.9
hit 111.0271 4.0134 1.8
strike 94.8526 2.2998 4.4
foul 109.9286 2.4736 -0.8
foul 113.6333 4.222 -0.2
strike 101.6924 1.2046 -2.9
strike 115.0061 4.7667 1
strike 98.8769 0.7812 2
foul 105.1979 8.992 0.7
strike 97.0105 9.1234 0.2
strike 92.0354 4.0685 -4.1
hit 104.9699 3.0409 1.9
hit 103.7225 6.27 1.7
strike 91.7876 10.4899 -0.9
strike 94.4537 8.2686 5.5
foul 110.6151 3.3506 -5.6
hit 117.5847 0.8419 3.5
foul 105.4169 6.7657 2.6
strike 93.9844 0.4662 1.1
hit 97.6748 18.5329 0.3
strike 91.529 2.9527 -0.3
strike 96.7678 6.3197 -3
strike 106.1641 4.1392 3.1
hit 103.1614 5.2659 -2.6
strike 110.1688 1.6274 -5.3
hit 115.8473 2.7656 3.2
hit 110.1768 2.1364 -1.7
hit 112.7377 3.6449 3.6
strike 93.0804 0.3787 -7.3
strike 95.0747 3.746 1
strike 99.3684 3.6415 2.8
strike 91.3712 1.984 2
strike 97.6396 0.9097 3.5
strike 103.4243 14.1643 -4.2
strike 96.4993 2.652 4.5
strike 99.4071 7.4826 3.2
hit 106.7336 1.6738 -3.5
strike 93.0364 5.0292 -8.5
strike 95.3355 3.493 0.9
strike 91.5856 5.7612 -0.5
foul 103.5372 43.7672 -0.3
strike 96.5612 4.2271 -0.7
foul 117.4386 0.823 0.7
foul 112.8805 4.0519 -2.2
strike 96.8567 2.3821 -4.4
strike 113.0503 13.4614 -1.3
strike 92.8154 5.67 -3.2
strike 106.3343 0.9513 -2.5
strike 99.5089 2.836 -8.3
hit 108.3844 1.1258 -5.1
hit 114.9273 47.8487 0.5
strike 96.1517 1.3227 -0.8
hit 102.3152 8.5775 3.5
strike 90.4618 4.388 -2.9
hit 99.1682 8.6263 -4.2
strike 95.2888 4.5832 4.5
strike 102.2306 2.4703 -2
foul 112.7584 0.5211 -1.3
strike 106.3161 6.1992 1.9
strike 97.6686 2.3395 3.6
hit 109.3955 11.6686 -1.1
strike 93.1921 1.3677 1
hit 110.7506 2.3386 -5.7
foul 114.2865 9.5908 -1.1
strike 113.3363 0.1474 2.8
strike 102.7305 8.1077 5.7
foul 117.7582 16.701 -8
strike 104.0668 9.3454 -1.7
strike 94.2816 10.1875 -3.5
strike 97.3881 3.1279 2.6
foul 105.4897 16.3117 3.7
strike 112.404 9.7713 -1.9
foul 104.4335 10.8266 0.3
strike 104.0728 2.3608 0.3
strike 91.483 11.6835 -2.9
strike 105.6227 1.5076 1.5
strike 94.3148 4.6884 2.4
strike 106.983 7.3343 3.1
foul 108.7883 6.1897 -4.4
foul 108.2405 1.5118 1
strike 90.5155 1.4589 -3.2
hit 107.4806 8.2335 -0.9
strike 105.0871 3.8456 -5.1
foul 115.3781 0.2477 -2.8
strike 90.7632 6.7001 -3.5
strike 100.8741 5.8924 0.6
hit 105.3108 14.3975 -1
strike 92.599 2.5513 -6.1
hit 116.5957 0.7087 2
strike 92.7184 3.241 0
strike 93.7532 2.9167 -1.5
foul 113.417 2.9233 -2.2
strike 96.4381 2.0032 0.2
strike 93.8594 2.8749 2.7
hit 104.9159 1.3631 3.9
hit 109.4506 7.6992 -1.8
hit 110.2152 2.844 -7.8
strike 98.1069 1.7609 -1.9
foul 104.1595 4.1921 0.1
