type age height falls density
Dogwood 21 119.37 0 11.7
Sugarberry 44 25.58 0 16.9
Sycamore 8 90.27 0 18.3
Elm 36 100 1 17.1
Dogwood 24 118.47 1 26.3
Elm 37 114.24 1 10.1
Sycamore 11 69.03 0 16
Dogwood 64 23.68 0 15.9
Sycamore 22 91.69 1 15.4
Dogwood 46 27.39 1 23.5
Elm 6 29.17 1 12
Dogwood 32 57.92 0 20.2
Oak 9 43.52 0 11.2
Sycamore 4 110.52 0 21.1
Dogwood 11 20.99 1 16.4
Oak 46 52.69 0 21.5
Sycamore 63 89.48 1 29.4
Sycamore 18 80.11 1 27.9
Oak 67 79.06 0 27
Oak 62 30.11 1 25.4
Elm 12 99.64 0 15.2
Sycamore 176 40.38 1 29.4
Sycamore 34 31.39 1 13.8
Elm 69 77.03 1 23.5
Elm 26 99.16 0 17.4
Sycamore 99 103.67 1 28.1
Dogwood 53 24.5 1 27.7
Oak 20 103.68 0 20.4
Dogwood 19 89.82 0 24.5
Oak 8 77.76 1 27.1
Sugarberry 12 42.07 0 26.9
Elm 13 76.95 0 15.4
Dogwood 2 32.5 0 17.9
Dogwood 25 85.42 1 22.5
Sycamore 14 105.81 0 24
Elm 10 71.08 0 22.7
Sycamore 11 105.9 0 18.1
Sycamore 29 89.87 0 11.2
Oak 51 98.78 1 16.1
Sycamore 31 57.32 1 25.8
Sycamore 106 42.79 1 29.2
Oak 5 21.08 0 25.7
Sugarberry 30 102.81 0 24.2
Elm 24 28.34 0 29.1
Elm 13 59.91 0 10.8
Oak 34 43.51 1 27.6
Sugarberry 142 73.97 1 11
Elm 3 26.11 0 16.1
Dogwood 7 87.3 0 26.9
Oak 5 62.2 0 25.1
Dogwood 6 117.48 0 28.1
Dogwood 57 46.73 0 25.3
Sugarberry 83 20.83 1 22.6
Sycamore 38 48.8 0 13.7
Dogwood 29 27.94 0 11.2
Sycamore 5 80.94 0 10.7
Dogwood 34 83.06 0 23
Oak 6 72.48 0 14.8
Dogwood 55 42.46 0 25.4
Sycamore 7 61.7 0 16.5
Sycamore 10 39.43 0 10.3
Oak 31 111.63 0 15.4
Sugarberry 83 70.84 0 13.7
Dogwood 11 36.72 0 23
Sycamore 12 80.41 0 24.4
Oak 47 76.74 1 28.3
Elm 20 75.04 1 28.1
Sycamore 4 103.12 0 13.7
Sugarberry 37 50.76 0 25
Dogwood 10 86.58 0 26
Sugarberry 9 27.91 0 18.1
Elm 91 92.82 1 12.6
Oak 39 29.37 0 26.2
Oak 25 36.59 1 25.6
Sugarberry 6 48.6 0 21.4
Oak 60 59.24 0 13.5
Dogwood 7 25.1 0 18.5
Oak 76 39.86 0 18
Elm 35 47.38 0 15
Elm 3 86.36 0 20.6
Sycamore 23 46.75 0 10.4
Elm 26 50.55 0 24.6
Dogwood 16 53.39 0 18.7
Oak 14 99.48 0 28.7
Sugarberry 43 53.03 1 19.9
Sycamore 43 30.07 1 20.6
Sugarberry 11 29.73 0 20
Sycamore 33 26.93 0 23.7
Dogwood 3 95.79 1 13.6
Dogwood 2 116.15 0 18.7
Elm 94 28.56 1 20.6
Sycamore 29 55.11 0 14
Elm 3 41.41 0 21.8
Dogwood 31 21.82 0 15.1
Elm 33 79.86 1 16.2
Elm 4 51.04 0 13.3
Elm 3 51.62 1 12.9
Oak 71 64.43 0 19.7
Sugarberry 16 77.05 0 29.4
Sycamore 7 85.51 0 14.9
Dogwood 41 48.26 0 26.7
Sycamore 31 24.32 0 29.4
Sycamore 18 73.39 0 17.7
Sycamore 21 39.56 1 15.9
Sugarberry 34 104.24 0 15.3
Sugarberry 91 83.91 1 15.8
Oak 77 109.64 0 16.2
Sugarberry 39 51.25 0 18.9
Dogwood 37 105.88 0 17.4
Sycamore 24 29.92 0 15
Oak 22 28.03 0 19.9
Oak 6 82.06 0 17.7
Sugarberry 23 30.09 0 23
Sycamore 8 79.41 0 13.5
Sycamore 5 106.39 1 17.4
Oak 97 23.56 1 21.2
Oak 8 52.91 0 20.5
Elm 58 105.33 0 11.1
Sycamore 19 32.94 1 12
Sugarberry 21 95.46 0 19.9
Dogwood 24 38.21 0 26.9
Sugarberry 23 26.79 0 28.3
Elm 58 79.47 0 13.8
Sugarberry 13 112.98 0 18.8
Sugarberry 18 43.61 0 11.8
Dogwood 29 88.02 0 27.6
Sycamore 53 62.81 0 12.5
Sugarberry 12 91.5 1 26.7
Sycamore 16 35.76 0 16.3
Dogwood 0 46.16 1 28.6
Sycamore 33 51.64 0 27.7
Elm 5 64.1 0 25.9
Dogwood 24 97.93 0 29
Dogwood 27 102.31 0 13.2
Elm 9 83.02 1 12.5
Oak 33 75.44 0 10.2
Oak 18 80.94 0 29.8
Elm 19 116.22 0 11.9
Elm 21 46.21 0 24.9
Oak 28 77.6 0 19.9
Sugarberry 33 90.4 0 16.3
Sycamore 37 87.57 1 26.2
Sycamore 79 98.97 0 13.2
Dogwood 77 69.14 0 28.6
Sugarberry 6 79.92 0 18.3
Elm 88 28.6 0 20.9
Oak 21 96.13 0 17.3
Oak 19 23.83 0 16.3
Sugarberry 9 57.73 0 18.2
Sycamore 10 68.49 0 25.5
Oak 115 54.41 1 13.6
Dogwood 59 112.03 0 21
Dogwood 44 92.29 0 29.9
Dogwood 37 70.41 0 29.3
Oak 12 69.95 0 29.7
Sugarberry 12 102.12 0 13.6
Sugarberry 8 22.96 0 18.1
Oak 3 33.1 0 17.6
Sugarberry 9 23.09 0 16.2
Dogwood 41 59.35 0 15.3
Sugarberry 45 86.64 0 15.9
Oak 38 59.76 0 20.5
Oak 22 119.21 0 22.6
Sugarberry 9 29.48 1 13.4
Dogwood 17 96.39 0 23
Elm 9 74.09 0 23.3
Elm 23 24.25 0 15.9
Elm 49 35.34 1 17.1
Elm 55 50.14 0 16
Oak 23 117.29 0 26.7
Sugarberry 28 71.8 0 14.6
Dogwood 7 22.44 0 14.3
Sycamore 37 99.18 0 25
Oak 13 103.02 0 26.4
Oak 19 24.21 0 15.9
Elm 1 51.91 0 26.5
Dogwood 15 32.64 0 11.4
Sugarberry 28 113.24 0 11
Dogwood 3 59.72 0 13.1
Sycamore 17 49.91 1 21.8
Oak 4 52.4 0 10.1
Sycamore 30 82.58 1 25.2
Sycamore 41 117.59 0 23.8
Dogwood 39 105.6 0 23.6
Sugarberry 52 32.44 1 15.9
Sycamore 14 62.82 0 17.2
Sugarberry 11 109.6 0 26.9
Sugarberry 59 73.09 0 29.4
Sycamore 13 77.18 0 16.6
Oak 73 82.6 1 20
Sugarberry 36 90.55 0 18.3
Dogwood 25 44.96 0 20.3
Dogwood 9 69.27 0 23.5
Dogwood 34 66.81 0 12.8
Sugarberry 7 51.86 0 12.9
Elm 8 113.9 1 12.7
Elm 21 81.79 0 28.7
Sugarberry 3 81.81 0 13.7
Sugarberry 31 68.39 0 26.2
Dogwood 1 70.44 0 18.1
Oak 24 97.08 0 23.1
Sycamore 2 82.52 0 28.6
Dogwood 22 47.04 0 11.1
Elm 8 91.4 0 20.2
Elm 27 64.55 0 23
Sycamore 2 86.73 0 18.3
Elm 11 27.81 0 13.7
Sycamore 28 111.62 0 11.5
Oak 6 66.2 0 16.2
Sycamore 14 110.64 0 27.3
Sycamore 66 86.88 0 17.4
Elm 5 64.1 1 14.7
Dogwood 25 96.26 1 23.9
Sugarberry 5 68.13 0 29.1
Oak 17 105.39 1 11.1
Elm 15 96.91 0 21.8
Elm 20 48.12 0 27.7
Sugarberry 16 54.39 0 22
Sugarberry 21 108.48 0 19.4
Dogwood 43 95.41 1 10.4
Elm 15 95.17 0 19
Elm 13 72.94 0 27.3
Oak 3 97.83 1 12.1
Oak 43 42.98 0 29
Elm 2 64.94 1 17
Sycamore 30 45.61 0 12
Elm 11 63.78 1 24.5
Dogwood 23 26.22 0 17.7
Dogwood 87 112.59 1 13.6
Sycamore 41 117.42 1 23.6
Sycamore 27 95.86 0 20.5
Oak 7 35.02 0 29.1
Sycamore 23 50.06 0 20.7
Elm 11 43.91 1 17.8
Dogwood 24 116.56 0 18.3
Sycamore 2 98.57 0 20.7
Sycamore 11 91.24 0 20.8
Sugarberry 21 74.73 1 30
Elm 3 75.53 0 25.1
Oak 20 82.39 0 13.6
Dogwood 38 69.46 0 29
Sycamore 28 89.56 0 13.8
Sycamore 58 68.75 1 21.7
Elm 11 50.53 0 19.4
Sycamore 7 91.92 0 15.7
Sycamore 35 106.29 0 14.1
Sugarberry 22 67.65 0 24.5
Sycamore 18 66.06 0 19
Elm 69 73.96 0 21.4
Oak 38 77.71 0 24.6
Oak 32 43.83 0 18.6
Sugarberry 12 71.19 0 15.9
Sycamore 31 20.27 0 20.1
Sugarberry 28 98.02 0 17.5
Sugarberry 10 111.59 0 15.2
Sycamore 44 55.07 1 20.8
Elm 47 96.54 0 27.9
Dogwood 31 30.29 1 18.2
Sugarberry 17 62.41 0 13
Elm 11 59.39 0 14.9
Oak 25 87.08 1 27.8
Oak 58 117.34 1 19.9
Sycamore 10 47.46 0 18.2
Sugarberry 4 57.97 0 19.6
Sycamore 30 26.21 0 26.9
Dogwood 20 65.72 0 10
Oak 29 23.46 0 10.1
Sugarberry 26 43.7 0 27.4
Dogwood 34 105.08 1 13.4
Oak 50 84.47 0 29.4
Elm 29 34.8 0 10.5
Elm 12 69.49 1 14.1
Elm 16 32.91 0 23.2
Elm 21 89.12 0 10.8
Sycamore 30 67.09 0 18
Sycamore 8 36.23 0 23.6
Sugarberry 40 74.22 0 28.1
Sycamore 2 105.85 0 17.5
Sycamore 5 59.96 1 26.9
Elm 10 38.09 0 12.2
Elm 16 25.57 0 10
Sycamore 24 31.27 1 29.1
Dogwood 48 82.37 1 19.7
Oak 121 91.76 1 27.5
Oak 32 65.08 0 12.7
Sycamore 22 119.45 1 23.7
Dogwood 49 48.6 1 24.2
Sycamore 16 65.17 0 12.5
Sugarberry 35 72.72 0 29.3
Dogwood 63 92.24 0 28.6
Sugarberry 23 75.56 0 12.3
Dogwood 28 21.34 0 18.6
Oak 24 92.23 0 18.9
Oak 10 96.58 0 25.4
Sycamore 60 117.1 1 29
Oak 23 53.61 0 28.5
Dogwood 27 112.35 0 25.8
Oak 34 113.43 0 10.7
Sugarberry 6 27.5 0 15.1
Sugarberry 11 87.89 0 25.8
Sugarberry 89 55.34 1 24
Elm 37 95.34 0 29.2
Oak 41 27.51 0 27.2
Sugarberry 53 43.04 1 28.2
Elm 93 62.17 1 20.4
Oak 62 82 1 21.1
Sugarberry 9 45.26 0 22.1
Elm 2 71.19 0 18.1
Elm 43 47.79 1 23.2
Sugarberry 23 117.38 0 25
Dogwood 54 90.96 1 21.1
Dogwood 67 84.75 0 25.1
Sugarberry 12 84.22 0 12.1
Sugarberry 7 56.16 0 24.4
Sugarberry 77 95.11 0 11.8
Sugarberry 44 36.14 0 14.8
Elm 45 103.18 0 12.7
Elm 39 49.48 1 27
Oak 5 95.69 0 21.3
Elm 7 90.75 0 20
Oak 21 40.18 0 18.5
Dogwood 31 31.25 0 11.7
Sycamore 12 42.25 0 29.4
Elm 42 94.65 0 13.9
Oak 30 74.62 0 16.5
Sugarberry 29 67.19 0 10.5
Sycamore 94 44.86 1 13.1
Sycamore 53 101.3 1 12.2
Elm 8 44.7 0 22.4
Elm 28 47.14 0 19.7
Oak 25 83.57 0 19.4
Sugarberry 13 73.33 0 27
Dogwood 32 46.75 0 12.4
Elm 40 89.5 0 14.3
Sycamore 11 21.93 0 22
Sycamore 89 71.01 0 25.9
Sugarberry 2 98.06 1 24.4
Oak 17 65.66 1 28.6
Oak 31 105.58 0 12.5
Sycamore 8 71.4 0 27.8
Oak 13 35.9 0 29.3
Sugarberry 19 106 0 20.7
Dogwood 12 81.03 0 19.3
Sugarberry 26 52.37 1 26.1
Sycamore 59 71.57 1 10.4
Sugarberry 5 33.59 0 22.2
Dogwood 25 92.58 0 18.3
Dogwood 98 66.78 1 20.8
Sugarberry 30 63.61 0 19.1
Dogwood 29 51.84 0 13.3
Dogwood 15 108.33 1 11.7
Elm 30 47.31 0 10.4
Dogwood 31 54.21 0 26.4
Sycamore 13 114.68 0 23.4
Oak 9 55.05 0 24.6
Oak 72 73.05 0 14.8
Dogwood 5 48.03 0 29.7
Elm 16 50.64 0 18.4
Oak 8 102.07 0 20.9
Sugarberry 12 69.99 0 28.1
Oak 44 114.44 1 26.4
Oak 18 96.81 0 29.1
Sycamore 21 64.44 1 22.6
Sugarberry 21 44.31 1 11.1
Oak 19 93.7 0 16.1
Sugarberry 40 74.74 0 27.8
Dogwood 8 42.77 0 21.3
Sugarberry 7 67.57 0 13
Elm 8 22.35 1 18.9
Sugarberry 15 26.41 1 15.4
Sugarberry 7 102.16 0 20.7
Sugarberry 6 92.82 0 18.7
Elm 55 82.91 0 23.3
Elm 21 111.87 0 15.4
Elm 25 72.28 0 21.3
Oak 6 74.96 1 13.5
Oak 36 96.45 0 21
Oak 32 68.69 0 15.2
Elm 76 65.9 1 18
Dogwood 17 114.94 1 18.5
Oak 11 101.49 0 23.7
Sycamore 58 55.76 0 17.6
Sugarberry 36 43.31 0 25.8
Dogwood 3 106.55 0 10.6
Dogwood 15 29.14 0 18.1
Oak 46 111.78 0 11
Sycamore 47 26.41 0 22.5
Sugarberry 14 64.77 0 25.5
Dogwood 51 41.07 1 24.1
Sycamore 5 59.34 0 21.3
Sycamore 21 31.66 1 29.8
Sycamore 41 105.74 1 29.3
Sycamore 8 25.87 0 17.7
Elm 13 91.85 0 15.3
Elm 16 44.73 1 12.2
Oak 10 113.25 0 22.4
Elm 32 81.28 0 24.5
Sycamore 46 47.13 0 29.6
Elm 4 106.29 0 22.8
Oak 20 77.02 0 26.3
Oak 44 51.47 0 29.7
Dogwood 9 29.41 0 11.7
Sycamore 33 53.79 1 21.8
Sycamore 8 81.34 0 10.6
Dogwood 115 40.91 1 17.1
Sugarberry 32 113.92 0 21.5
Oak 25 73.42 0 18.5
Dogwood 14 82.91 1 26.1
Sycamore 18 47.96 0 19.8
Oak 16 68.84 1 16.1
Sycamore 89 73.07 1 14.2
Elm 21 72.19 1 23.6
Oak 66 111.02 1 16.8
Sugarberry 10 90.6 1 23.2
Sugarberry 19 59.94 0 15.1
Oak 93 29.86 1 22.1
Sugarberry 21 63.21 0 11.3
Dogwood 33 107.87 1 25.8
Oak 30 69.04 0 17.5
Dogwood 8 82.14 0 16.1
Elm 12 39.94 0 11.5
Sycamore 17 43.9 0 18.6
Sugarberry 44 101.91 0 18
Elm 55 95.82 0 23.8
Elm 58 91.61 0 26.9
Sycamore 20 61.46 0 15.5
Sugarberry 30 92.91 0 13.1
Oak 26 30.7 0 13.7
Elm 42 102.66 0 26.6
Elm 40 47.33 0 29.6
Elm 19 45.73 1 24.1
Sycamore 8 63.79 0 17.6
Sycamore 16 54.6 1 27.8
Elm 13 65.45 1 20.5
Dogwood 29 53.3 0 24.4
Sugarberry 20 103.04 1 29.5
Dogwood 8 20.8 0 17.8
Sycamore 31 37.76 1 12.2
Sycamore 11 93.54 0 13.1
Dogwood 37 76.16 1 25.1
Dogwood 16 22.4 1 14.6
Sugarberry 19 113.9 0 27.5
Elm 51 35.25 0 13.5
Elm 12 98.81 0 24.3
Elm 1 101.37 0 12.1
Sugarberry 30 96.84 0 10.3
Sugarberry 8 119.19 1 14.1
Sugarberry 7 65.89 0 15.4
Oak 14 96.48 0 27.3
Oak 42 20.25 0 22.7
Oak 18 95.93 0 21.6
Dogwood 41 64.05 0 29.4
Dogwood 36 69.64 1 29.5
Sugarberry 18 48.78 1 23.3
Dogwood 17 31.23 1 28.7
Sugarberry 70 33.56 1 27.8
Dogwood 12 68.61 1 10.7
Sugarberry 15 83.61 0 14.2
Sugarberry 30 94.24 0 29.5
Oak 72 74.85 0 11.6
Sycamore 40 33.93 0 27.9
Sycamore 7 117.71 1 24.5
Sycamore 43 32.13 0 23.2
Elm 47 59.41 0 15.7
Oak 64 65.21 0 27.5
Dogwood 21 59.47 0 29
Elm 4 52.49 0 20.3
Oak 15 108.81 0 16.6
Dogwood 35 57.22 0 12.4
Elm 33 104.78 0 29.8
Elm 5 27 0 20.2
Dogwood 3 106.08 0 19.3
Oak 60 74.21 0 17.2
Sycamore 20 99.82 0 15.2
Sugarberry 58 57.64 0 19.6
Elm 7 108.92 0 21.4
Dogwood 29 51.52 1 26
Oak 48 59.08 0 18.5
Oak 27 44.36 1 20.6
Sugarberry 52 82.5 1 26.5
Sycamore 14 78.2 0 26.3
Elm 26 114.82 1 24.8
Sugarberry 48 81.43 1 22.5
Oak 1 96.71 0 24.8
Oak 44 70.89 0 26.4
Sycamore 44 26.96 0 26.8
Oak 35 78.92 1 30
Sugarberry 12 66.06 0 26.9
Sycamore 30 66.95 1 28.9
Oak 29 79.49 0 17.2
Sycamore 13 106.02 0 20.7
Elm 1 84.04 0 27.9
Sugarberry 15 40.64 0 11
Sycamore 67 115.2 1 20.6
Sycamore 41 65.58 0 18.2
Dogwood 17 50.52 0 10.1
Sugarberry 33 114.01 1 15.9
Sugarberry 64 27.66 0 23.2
Oak 42 100.54 1 22.1
Sycamore 9 86.11 1 20.7
Oak 16 66.82 1 20.8
Elm 11 27.62 0 26.1
Oak 17 69.68 0 17.8
Dogwood 55 88.88 1 11.4
Sugarberry 30 33.96 1 27.7
Elm 46 62.36 1 16.5
Oak 92 58.95 1 29.1
Elm 21 109.84 0 22.8
Elm 69 81.89 0 16.5
Dogwood 6 99.83 0 13.7
Dogwood 39 38.56 0 19.9
Sycamore 68 56.03 0 17.8
Oak 36 83.89 1 10.1
Dogwood 78 61.65 1 14
Elm 7 70.88 0 28.4
Sugarberry 19 92.47 1 28.8
Oak 4 49.54 0 16.8
Sugarberry 15 100.02 1 28.5
Dogwood 38 58.14 1 25.4
Oak 37 63.65 0 25
Sugarberry 3 35.35 0 21.8
Oak 40 26.04 0 25.5
Dogwood 14 100.95 0 17.4
Elm 2 75.15 0 26.5
Sycamore 59 43.92 0 14.7
Elm 74 72.32 0 15.6
Sugarberry 62 54.84 1 18.8
Sugarberry 19 91.6 0 26.7
Oak 5 36.27 0 14
Oak 51 77.8 1 26.5
Dogwood 11 56.77 0 19.3
Elm 22 32.87 1 20.8
Oak 43 117 0 25.1
Sycamore 2 102.22 0 15.4
Oak 10 99.86 0 15.7
Sycamore 10 41.37 1 29
Oak 34 66.18 0 16.6
Sugarberry 22 49.06 0 13.6
Oak 14 63.14 0 20.9
Elm 10 24.17 1 14.6
Oak 32 103.94 0 12.6
Sugarberry 26 84.02 0 21.7
Sugarberry 38 67.91 0 22.2
Dogwood 22 76.05 1 24.6
Elm 25 67.93 1 10
Sugarberry 8 56.63 1 21.6
Sugarberry 125 81.37 1 24.4
Dogwood 3 76.18 0 22.5
Sycamore 2 63.49 0 16.5
Sugarberry 8 26.73 0 18.5
Sycamore 12 28.01 0 19.1
Sycamore 7 65.18 0 22.9
Dogwood 33 25.88 0 22.4
Dogwood 17 24.2 0 29.1
Sycamore 130 86.38 1 19.4
Dogwood 1 51.77 0 18.7
Elm 24 27.94 1 28.2
Dogwood 7 57.82 0 22.9
Sugarberry 56 50.39 0 10.6
Dogwood 26 113.49 1 10.4
Dogwood 43 99.89 1 17.4
Sycamore 6 34.68 1 29
Oak 16 101.2 0 19.2
Sugarberry 20 27.84 1 24.2
Dogwood 9 83.83 0 25.7
Elm 9 47.55 1 24.6
Sugarberry 11 24.12 0 19.2
Sugarberry 29 75.31 0 25.3
Sycamore 82 54.42 0 28.4
Oak 3 24.59 1 14.6
Dogwood 22 86.2 0 28
Oak 8 104.32 1 14.8
Elm 2 110.67 1 11.9
Sugarberry 92 55.72 1 28.9
Elm 25 94.78 0 19.6
Elm 27 118.78 0 20.6
Sycamore 49 64.25 0 20.7
Elm 26 93.37 1 12.7
Elm 45 101.23 1 14.8
Sugarberry 15 23.98 0 27.5
Oak 12 52.54 0 16.9
Sugarberry 90 24.34 1 24.2
Sycamore 23 74.52 0 12.1
Elm 37 97.01 0 28
Sugarberry 13 39.7 0 26.9
Sycamore 14 107.19 0 11.7
Oak 98 30.48 1 20.3
Sugarberry 15 88.09 0 18.2
Elm 5 83.85 0 27.5
Dogwood 26 73.1 0 17.9
Oak 36 28.44 1 11.4
Dogwood 54 103.4 1 13.4
Dogwood 34 25 0 10.7
Elm 34 51.48 1 14
Sycamore 84 108.29 1 11.7
Sycamore 25 31.98 1 27
Sycamore 51 93.94 1 21.7
Dogwood 13 31.78 1 24.2
Sugarberry 7 23.59 0 26.3
Dogwood 35 107.16 1 19.9
Elm 31 23 1 17.8
Dogwood 5 20.31 1 25.5
Sycamore 7 68.75 1 16.7
Sugarberry 23 45.98 0 14.6
Sugarberry 33 61.44 0 11.3
Dogwood 14 33.54 0 15.9
Elm 2 63.83 0 22.3
Sycamore 51 101.81 0 29.3
Oak 3 89.47 0 18.3
Sycamore 20 33.58 0 10.3
Dogwood 10 63.76 1 15.3
Elm 26 81.32 0 15.2
Dogwood 30 111.39 1 21.9
Oak 12 105.06 0 24.7
Sugarberry 26 53.39 0 25.5
Oak 4 94.84 0 13.7
Oak 5 49.87 0 16.6
Oak 12 92.8 0 20.8
Sycamore 16 78.51 0 24.1
Oak 19 22.28 0 10.6
Elm 52 63.8 0 15.2
Elm 12 62.55 1 27.6
Elm 8 45.57 1 22.5
Elm 38 57.94 0 19
Sugarberry 72 97.72 1 24.5
Oak 78 81.88 0 14.5
Dogwood 183 101.25 1 15.4
Elm 7 38.18 0 15.5
Dogwood 7 51.84 1 15.8
Dogwood 45 86.07 1 29.4
Sugarberry 14 92.64 0 11.6
Sycamore 4 60.24 1 23.6
Sugarberry 14 96.54 0 24.5
Sycamore 25 34.69 0 19.5
Sugarberry 6 79.14 0 12.4
Sycamore 3 74.2 0 16.3
Elm 94 87.08 1 11.5
Oak 65 75 1 26.6
Sugarberry 21 85.02 0 20.5
Oak 18 89.68 0 12.1
Dogwood 19 58.11 0 29.5
Oak 10 32.04 0 27
Elm 67 67.99 0 29.2
Sugarberry 51 108.87 0 18.6
Dogwood 14 75.14 0 10.7
Elm 3 85.65 0 24.5
Sycamore 5 106.24 0 13.2
Elm 13 102.74 0 14.3
Sugarberry 4 39.9 0 27.5
Sugarberry 15 80.98 1 14.3
Sugarberry 23 36.52 1 24.1
Sycamore 27 72.35 1 10.9
Sugarberry 2 27.97 0 19.1
Sugarberry 3 44.16 0 12.2
Sycamore 3 79.44 0 24.7
Dogwood 32 49.56 0 25.2
Elm 26 99.67 0 20.7
Oak 31 24.06 0 13.7
Sugarberry 55 47.64 0 26.1
Dogwood 52 56.28 1 25.6
Elm 73 79.75 1 20.2
Sugarberry 41 110.47 0 28.4
Oak 50 72.4 0 28.5
Sugarberry 97 81.73 1 11.5
Elm 10 71.24 0 24
Sugarberry 9 92.41 0 10.2
Sugarberry 15 42.16 0 21.4
Dogwood 62 92.73 1 12.5
Sycamore 13 70.79 1 25.1
Sugarberry 5 59.32 0 28.6
Sugarberry 25 90.51 0 25.7
Elm 2 22.02 0 29.2
Dogwood 24 47.78 1 10.8
Dogwood 16 95.13 0 24.8
Sugarberry 13 73.54 0 11
Sugarberry 12 85.77 0 24.4
Sugarberry 19 66.14 0 25.1
Elm 16 90.27 0 10.7
Oak 7 68.86 1 25
Sugarberry 11 46.7 0 22.5
Dogwood 21 108.65 0 27.1
Elm 39 55.25 1 27.1
Sugarberry 10 30.6 0 16.5
Elm 12 110.44 0 18.1
Dogwood 7 66.46 1 27.8
Sugarberry 57 76.45 0 13.4
Sycamore 61 105.84 1 26.3
Sugarberry 13 103.6 0 17.2
Dogwood 13 109.43 1 20.7
Elm 3 52.17 1 25.7
Sugarberry 42 45.72 0 16.8
Sycamore 41 106.7 0 16.9
Dogwood 1 87.9 1 26.4
Dogwood 6 50.45 1 24.6
Oak 38 92.38 0 20.1
Elm 39 43.78 0 12.6
Oak 52 28.95 0 22.3
Sugarberry 17 66.67 0 29.1
Elm 19 32.01 1 12.7
Oak 18 80.76 1 29.2
Elm 114 90.83 1 12
Sycamore 99 32.32 1 15.4
Sugarberry 9 82.84 0 13.4
Oak 14 47.17 0 16.9
Dogwood 73 94.36 0 12.9
Sugarberry 55 63.19 1 26
Dogwood 17 28.41 1 11.3
Sugarberry 17 75.42 0 16.9
Sugarberry 44 61.09 1 11
Sugarberry 29 44.97 0 18.9
Oak 12 54.37 0 19.2
Sycamore 34 27.19 1 27.6
Oak 29 48.39 0 12.5
Oak 139 41.59 1 28.6
Sycamore 57 38.13 1 13.7
Elm 17 24.35 0 16.5
Sycamore 15 110.49 1 15.9
Oak 45 22.12 1 17.5
Sugarberry 9 92.99 0 10.6
Sugarberry 37 52.84 0 24.2
Elm 3 99.82 0 18.6
Sycamore 37 93.6 0 25.8
Elm 19 90.81 0 15
Sycamore 5 32.01 0 16.5
Elm 42 30.49 1 30
Sugarberry 28 71.02 0 22.6
Oak 60 76.1 0 17.1
Sycamore 10 41.66 0 18.3
Sycamore 10 32.76 1 26.9
Sugarberry 3 30.2 0 18.2
Elm 17 86.55 0 19.6
Dogwood 16 88.57 1 15
Sycamore 22 104.04 0 16.7
Sugarberry 1 49.17 0 15.8
Sugarberry 49 94.73 0 21.4
Sugarberry 29 34.06 0 14.2
Sugarberry 10 24.9 0 24.2
Sugarberry 19 110.99 0 26.9
Sycamore 24 41.06 0 15.6
Oak 62 69.79 0 26.8
Elm 45 61.45 0 12.3
Elm 31 104.51 0 19.4
Sugarberry 27 100.48 0 25.9
Dogwood 53 43.71 1 11.6
Dogwood 30 47.61 1 22.1
Sycamore 15 31.87 0 17.1
Oak 7 25.27 1 26.6
Dogwood 47 116.76 1 15.7
Oak 54 90.53 1 21.1
Elm 2 60.37 0 14.1
Elm 39 49.81 0 23
Elm 19 99.67 0 24.6
Dogwood 13 95.1 1 16.3
Elm 20 55.31 1 21.3
Elm 42 65.5 0 11.3
Sycamore 22 58.42 1 26.6
Elm 23 72.89 1 22.6
Dogwood 40 87.07 1 28.3
Oak 37 21.04 0 12.7
Sycamore 18 51.74 0 19.3
Elm 10 24.23 0 11.5
Dogwood 44 103.21 0 17.5
Elm 51 64.31 0 29.4
Elm 7 33.5 0 18.2
Sycamore 35 75.41 0 19.4
Sycamore 2 102.91 0 26.2
Dogwood 13 117.71 0 24
Elm 13 23.42 1 24.9
Sycamore 38 38.04 1 25.7
Dogwood 11 41.36 0 18.6
Sugarberry 16 113.24 0 18.6
Sugarberry 55 77.13 1 29.3
Elm 93 100.34 1 18.6
Dogwood 4 106.89 1 27.1
Sugarberry 51 51.1 0 20.3
Elm 21 111.26 0 11.8
Dogwood 10 70.66 1 18.8
Elm 2 78.64 1 10.5
Oak 13 27.18 0 21.5
Dogwood 10 83.96 1 12.7
Oak 42 113.1 1 18.1
Dogwood 20 38.42 0 13.2
Oak 16 49.54 0 12.9
Elm 7 114.82 0 29.6
Sycamore 34 22.98 0 18.4
Sugarberry 59 54.85 0 25.3
Oak 12 81.43 1 12.5
Oak 16 96 0 10.2
Sugarberry 12 104.11 0 17.3
Oak 120 78.93 1 20.4
Oak 11 113.11 0 12.7
Elm 54 27.2 0 27
Dogwood 80 102.57 1 23.1
Elm 25 117.99 1 17.6
Sycamore 53 98.05 0 10
Elm 61 45.85 0 21.6
Sycamore 8 26.16 0 10.4
Dogwood 12 53.78 1 10.4
Sycamore 11 103.94 0 21
Dogwood 62 106.14 1 10.5
Sycamore 2 84.28 0 17.8
Sugarberry 10 24.08 0 21.2
Elm 8 46.9 0 24.3
Dogwood 7 59.45 0 22.1
Oak 28 48.05 0 16.3
Oak 60 95.98 1 14.8
Sycamore 86 49.52 0 18.5
Sugarberry 7 88.87 1 26.4
Sycamore 16 43.39 1 20.8
Oak 16 58.26 0 20.6
Oak 6 110.4 0 13.2
Sugarberry 54 86.7 1 18.2
Dogwood 36 96.23 0 16.2
