dest time weight speed
House 15.59 11.3386 80
House 8.96 10.9419 78.5
Outside 13.27 61.7513 72.8
House 6.17 28.8422 78.6
Bryan 12.15 1.8576 79.4
Outside 16.63 50.2505 78.9
Stores 10.95 44.1933 77.6
Outside 9.14 107.981 76.1
Bryan 17.54 19.1345 78.4
Outside 15.45 5.3153 76.8
House 6.38 24.3075 73.6
House 7.78 21.8753 69.7
University 16.55 21.9251 81.1
Outside 15.22 15.0238 82.1
Stores 15.18 21.5616 80.3
House 12.64 10.2235 75
Stores 9.18 57.7437 80.6
Bryan 7.16 21.3298 75.7
Stores 16.42 13.2071 76.3
University 16.32 31.441 79.3
House 9.39 4.0694 77.3
Bryan 13.94 29.0124 79.2
Bryan 6.72 44.6219 80.8
House 7.75 27.8703 75.5
Bryan 10.12 19.2924 76.6
House 8.87 20.4934 78.7
Bryan 8.5 63.6782 83.7
Stores 14.97 12.5466 79.6
House 6.79 20.3221 74.6
University 17.53 41.2461 76.7
Outside 17.02 30.0288 81.9
Stores 6.07 63.084 83.5
House 11.44 20.0364 77.2
House 8.9 32.8844 74.7
University 9.51 96.4089 76.2
House 8.04 21.2533 77
Bryan 6.41 161.6882 74.9
University 16.31 12.4202 78
Bryan 11.89 12.1391 78.6
House 14.63 6.0022 73.6
House 14.05 23.7065 74.7
Bryan 10.2 60.9294 78.4
House 16.08 64.1533 74.7
Bryan 9.27 65.2864 79.7
House 9.14 51.49 76.2
University 15.55 87.4479 76.1
House 7.83 2.2407 75.2
House 8.16 6.731 81.4
House 10.34 65.7628 81
House 8.94 66.5929 78
House 12.76 44.4283 79.6
Outside 17.54 78.7027 78.1
Bryan 8.55 56.2619 77.9
House 17.9 93.7577 73.9
Outside 11.33 58.9225 78.6
Bryan 9.07 18.089 80.2
House 8.12 25.7698 73.5
Outside 16.28 9.5998 73
Stores 11.77 55.2263 78.4
University 13.35 31.6232 75.6
House 9.26 9.6645 78
House 11.94 37.8606 79.3
House 10.48 16.2138 74.6
House 10.13 102.9121 78.3
House 9.41 17.3815 77.5
House 10.73 34.4487 76.2
Outside 13.27 72.7604 83.9
Stores 13.25 14.3895 78.1
Bryan 6.21 18.1628 81.9
Bryan 10.81 1.857 79.9
House 8.99 80.9775 74
Bryan 9.35 56.3021 77.6
Outside 11.29 64.0093 73.5
Stores 16.36 73.0771 79
University 11.99 22.2089 82.1
Bryan 6.81 53.0182 77.7
Bryan 6.55 58.9744 77.9
Outside 15.02 41.0744 81.2
Bryan 7.02 18.3033 78.2
House 17.97 43.547 76.3
Bryan 9.92 74.4825 80.6
House 16.98 211.7106 81
Bryan 7.11 2.7065 83.8
House 7.33 39.0473 82.6
House 13 17.6731 77.3
Stores 14.44 51.4825 77.3
Outside 15.02 67.4765 83.2
Outside 13.38 34.5848 73.2
Outside 10.75 96.6061 74.2
Bryan 10.25 40.1954 82.5
Outside 14.17 108.9948 79.3
House 7.6 150.9926 79.8
House 7.93 3.6075 80.6
Bryan 6.13 42.4698 78.9
House 11.74 17.0536 74
Bryan 6.11 15.4998 78.4
University 17.35 39.2397 83.5
Stores 9.28 28.4235 80.2
Bryan 11.63 10.8151 77
House 13.58 9.1492 79.8
Outside 9.75 109.1436 75.4
House 14.32 43.5334 78.2
Bryan 16.35 53.2022 78.6
University 16.52 45.4037 77.7
Bryan 13.13 31.2832 80.6
Outside 16.55 9.1319 73.6
Stores 13.35 57.6592 80
Bryan 11.57 70.56 80.2
Bryan 14.64 47.2198 83.5
House 11.11 5.4405 79.9
Outside 13.82 13.9613 78.7
House 7.93 84.8667 74.3
House 7.24 0.8579 76.3
Bryan 6.48 76.9294 79.7
House 9.48 41.7581 78.1
Outside 15.86 27.3681 75.8
Bryan 8.44 44.5117 80.7
Outside 17.8 32.6813 76.5
Stores 16.43 2.9972 81.6
House 8.28 17.1529 78.1
Bryan 16.72 3.2761 83.7
House 15.88 13.1683 75.6
House 10.03 85.0049 78.9
Stores 14.19 16.163 76.1
Bryan 6.78 10.7618 78.3
Outside 15.68 107.7848 76.8
University 12.66 187.4931 76.4
Bryan 11.28 60.6569 78.3
Outside 17.92 42.1216 66.4
Bryan 11.21 12.5606 82
University 15.67 9.547 81.4
Stores 11.03 79.071 76
Stores 13.58 13.7636 78.5
House 15.59 14.5466 79.2
University 16.02 13.815 83.8
House 17.03 51.2385 70.9
Bryan 7.21 80.1023 76.1
Stores 14.38 9.0328 78.1
House 12.19 43.8073 72.3
Bryan 16.39 86.1235 76
University 17.39 5.3991 71.4
Bryan 7.62 42.696 77.3
Outside 11.7 69.852 84
Outside 14.27 7.4914 76.3
House 15.93 46.4457 75.7
House 11.74 30.9141 78.5
House 6.69 56.4323 74.5
Bryan 7.04 9.4587 81
House 7.15 61.5145 78.1
Bryan 9.9 10.1889 77.4
Outside 15.16 53.6857 77.5
Stores 13.88 62.6402 74.5
Outside 17.68 119.8032 78.1
Bryan 8.96 32.516 78
Bryan 10.01 87.4414 77.9
Bryan 6.42 2.7723 80.1
House 15.08 3.544 78.3
Stores 17.79 4.3289 79.1
Stores 16.93 43.9311 75.5
University 8.61 98.9418 77.1
Bryan 10.02 14.7029 78.1
House 8.85 78.9443 86.9
Outside 16.08 58.188 75.2
House 11.38 26.3833 75.7
House 7.48 10.8523 78.7
University 17.09 12.2822 71
House 7.93 3.6811 74.7
Bryan 16.63 80.5604 78.7
Bryan 17.98 9.0308 79.5
Outside 10.42 48.5132 80.5
University 13.86 58.0258 88.8
Bryan 12.79 117.4274 74.8
Stores 11.66 56.634 81.1
Stores 16.15 9.6333 81.3
Bryan 8.45 69.9157 77.4
Bryan 7.05 84.3003 79.4
Bryan 13.82 4.3852 81.4
House 7.85 3.4353 79.1
House 17.34 13.7414 72.6
House 10.37 16.4835 73.9
Bryan 8.31 29.6264 77.7
Outside 12.37 70.72 73.2
House 10.64 23.8025 76.5
House 14.2 124.836 80.9
Stores 9.02 85.7285 78.5
House 12.51 22.1187 80
Outside 15.68 52.8196 80.4
Stores 7.52 142.0299 81
University 15.81 17.1295 73.3
Outside 13.47 71.1459 80.2
House 7.65 46.6393 78.1
Bryan 10.96 97.1871 76
University 11.82 49.5885 78.2
Outside 12.14 113.8557 74.2
House 8.35 4.5015 74.1
House 10.72 5.7948 75.2
Bryan 13.01 9.606 81.4
Bryan 14.11 113.4844 82.1
Outside 10.66 86.6087 74.2
House 14.54 2.4404 75.7
House 10.5 16.718 72.8
University 14.95 27.7833 79.4
House 11.97 48.4824 81.2
Bryan 16.79 22.0418 80.2
Stores 12.28 33.8796 78.2
University 14.37 53.9794 81.5
Bryan 16.5 9.3905 80.7
House 6.38 51.9818 77
University 13.77 46.5456 76.5
House 7.08 10.0384 78.5
House 6.89 24.3648 75.8
Stores 14.77 86.8473 77.1
Bryan 15.72 53.32 78.5
House 8.54 5.5919 75.4
Bryan 11.51 34.8655 81.3
Stores 17.59 80.7458 74.8
House 10.96 40.5283 79.2
House 10.42 12.7052 73.1
Outside 13.97 21.055 75.3
House 12.87 65.5746 83.7
House 11.58 30.0743 81.2
Outside 7.94 103.8233 78.3
House 7.53 7.0235 79.8
House 11.39 9.9107 80.4
Bryan 8.12 26.2656 78.8
Outside 6.85 120.1134 78.3
Stores 15.16 32.8832 76.8
Bryan 8.76 15.9684 81.6
House 6.77 43.1324 73.3
House 9.14 8.4631 76.9
Bryan 16.9 47.9796 77.9
House 7.06 14.2605 78.4
Outside 13.11 54.3101 76.4
House 13.12 10.5914 73.6
University 17.91 109.9337 79.8
Stores 13.76 124.7272 77.6
University 14.79 15.1699 78.7
Outside 15.58 93.1139 74.2
Stores 10.6 3.7038 80.9
Outside 13.4 65.0459 76.8
Bryan 11.48 29.6753 78.4
House 9.33 83.7602 75.7
Outside 17.92 22.1394 82.2
Bryan 10.03 33.129 77.4
Bryan 12.45 169.7391 77.8
House 15.11 15.8368 76
