particle angle spin speed temp
hadron -58.4 down 51.6309363073657 70.4914379862964
fermion -35.4 strange 43.8531702242547 62.3232062050842
fermion -21.9 strange 49.3569624012766 26.6155554740509
fermion 47.7 up 54.2236670936313 47.8715474658801
boson 61.4 strange 58.1435880187887 30.3941235548156
gluon -29.9 up 45.3420716339311 125.019248386425
boson 60.9 strange 50.0299369563909 33.1494644242408
gluon 10.5 strange 53.529212908662 79.6734449971409
fermion -31.6 strange 50.9050728038682 33.7995292931529
hadron -33.1 charm 50.3850917627014 67.1697762943337
boson -9.1 up 46.7424170241483 49.4201788905193
boson -26.2 down 50.6795074113744 18.3606526481247
gluon 55.3 charm 49.8962719763639 70.0594109151087
fermion -41.9 up 47.1352843799994 41.3411737696039
gluon 29.7 up 48.1013317978576 41.3211604859717
hadron -20.5 charm 55.1937420904048 44.1397983473817
boson -55.2 up 45.6525013162769 39.2487637968838
fermion -6.5 charm 44.5552170287982 29.3812208448344
boson -30 down 57.8940140065161 31.8140711891071
fermion 44.9 strange 48.8446871952992 81.043524172173
hadron -68.9 charm 54.7187392752885 74.8287674305771
boson -1.5 up 46.5238737484542 26.2084288394315
boson 56.3 charm 52.0048314985375 64.4687280373979
boson -42.1 strange 51.0103977657468 31.3827643652752
boson 9.4 up 51.2345457565937 50.0953908541554
hadron 28.4 charm 48.8318352764148 71.394614769001
boson 66.1 charm 51.997651769756 65.2302155743094
fermion -37.8 up 45.3113379581582 30.5652084985638
hadron -34 up 56.972814699329 49.2960250746062
hadron -46 strange 60.4375154787757 62.7391330241995
fermion 0.2 charm 45.0373581709767 47.8453711807763
fermion -35.1 strange 45.4770195282679 53.3560142849345
hadron -33 strange 52.1513996853967 69.0341515238368
fermion 21.5 charm 47.1903773433798 45.2305654284108
fermion 1 strange 48.2691740896802 33.1137217405572
fermion 60 strange 55.5717063326017 25.2063241067907
boson 14.3 up 55.8417943289363 55.2729610906198
gluon -28.4 charm 55.6690099271953 54.173150659129
gluon -38.1 charm 53.3173494577037 71.8852024729534
fermion 63.1 charm 44.8870140884488 48.1250456453421
fermion 30.5 up 46.1018056949584 52.6638350624308
gluon 46.4 charm 48.3559543931942 52.6163591117507
fermion 19.1 strange 46.1345734095891 41.2928507231037
hadron 46.2 down 50.3369143151636 64.439730623697
fermion -62 strange 55.6514836709182 22.6372511383953
boson 51.5 up 52.6749388946982 9.50770927310009
hadron -40.7 charm 54.7407958863422 33.6098383350564
hadron 48.7 down 55.636261513607 88.8740692818678
hadron 54 up 46.9547894720577 53.4506117273508
boson 61.5 up 45.8424891884491 37.0295432172683
boson 20.1 strange 49.0759443466102 26.1504588532065
fermion -61.5 strange 48.2292726501812 31.4782763264828
hadron 24 up 51.1272096027887 39.9780381312723
fermion -32.8 strange 49.3198081550487 29.706218008104
fermion -26.6 strange 50.5099272872371 39.7930418023193
boson 57 up 48.0425384832251 113.990264267684
gluon -26.9 charm 48.1381240193715 71.2236007208128
fermion -3.3 up 42.5771909596867 45.6954887875753
fermion -23.1 up 49.073084043979 40.9613828537997
boson 4.7 strange 40.3866013442959 22.5356232615299
fermion 42.3 strange 51.1473922710918 6.63410825522689
boson -4.6 down 48.446596914399 21.501135947234
boson 65.7 charm 41.6414429421805 60.8737359428637
fermion 19.1 strange 48.3521864990602 34.2715981066485
fermion 30.6 charm 54.0337789187493 40.8410441450205
boson 29.4 strange 50.3929934978164 32.173118720744
fermion -4.1 up 50.3072444855596 44.4261186542289
boson -5.5 down 44.9979852561855 58.7172378226024
boson 48.5 strange 52.738419219725 29.2184829368273
hadron -68.3 down 53.393787896972 53.6886767632495
gluon -29.4 up 49.2466035025749 38.4534929339568
hadron 13.3 up 54.0732663670192 71.6690123686496
fermion -2.1 charm 48.1840107439075 23.51988526342
hadron -27 down 53.5327344464897 57.8913502670044
fermion -30.9 strange 50.5215224271787 39.087878221986
fermion -18.7 down 46.8527009377153 38.9342874809144
boson 54.6 up 50.3991261350643 56.7429788707596
hadron -67 charm 46.1176729606647 66.7607653516408
boson -12.6 up 56.4342964461941 36.499772438535
fermion -40.8 charm 41.4667787958456 40.4504117921956
fermion 44 strange 46.9727387617645 30.7755776668463
boson 58.4 down 59.1075164881959 28.2512371340866
boson 44.1 charm 49.1009683897 47.5853602697325
hadron -29.2 down 57.7165653052104 37.7043336596738
hadron -43.5 up 51.6076888292339 34.5578496854884
gluon 0.9 strange 53.355137967084 45.7543436541368
gluon -19.5 down 38.7431306546227 65.0864329071247
hadron -22.2 charm 52.1015453320485 66.0976514779676
hadron -17.1 charm 50.6935015060876 53.7282632313875
gluon -53.9 strange 44.0055758417347 56.1714561116409
gluon -49.1 charm 57.0179388428033 47.804881718167
hadron 35.8 charm 50.2627494321288 60.6900016077981
boson 2.9 down 51.4068990926431 43.4209379289773
gluon -60.3 strange 48.3185062867342 35.8210076979523
hadron -43 up 50.6293641290252 35.306040371116
boson 2 down 58.0056795770052 26.0105459341002
gluon -8.2 down 54.7953817525566 64.8458414797658
fermion 4.8 down 46.3361139644604 38.8851842427476
hadron -64.7 down 41.2309126705637 79.3248359821866
fermion -20 strange 43.5136963555068 26.863443728779
gluon 21.4 strange 56.6576262096048 57.5964836574785
fermion 7.7 up 48.7626302513344 37.8650518253945
gluon 1.6 up 54.1214391100485 58.2238040463641
fermion 0.3 charm 46.7893728306685 25.1127591230236
hadron -42.9 up 45.7412581891908 69.1149485756473
boson 43.5 up 46.9249821452269 57.5242719313087
gluon -41.7 strange 49.1848305852104 83.8947125782382
gluon -5.9 strange 53.9888006302207 58.3137395678023
fermion 62 strange 42.3168691739976 59.9921870166205
boson 68 down 52.3403328256749 55.35730037621
fermion 12.3 charm 46.3768678435875 31.4366583775918
fermion -40.3 strange 52.0264452719577 30.1191519565254
boson 4.7 down 52.2732487337032 22.1653852191756
fermion -54.2 charm 51.6672430597621 18.9166108021889
gluon -37.1 up 45.6240773340937 69.9292697735718
fermion -0.4 up 47.3473464851206 23.9683614598778
boson 66.2 strange 41.6708035115495 24.4665639734802
hadron 8.4 up 53.6507644200755 84.5966994554612
boson 40.5 up 53.6695861154557 40.4028677644076
boson 17.6 strange 47.2252944793615 47.2993044380431
boson -31.6 strange 50.1091647370564 6.0046772021467
fermion -9.3 charm 47.4064180798752 31.943997893603
hadron 8.1 up 48.9962101127498 63.897325959195
boson 60.5 up 46.2976415058422 49.2360216938298
gluon -48.2 up 50.5981266546488 28.8336505049755
hadron -42.1 strange 41.4108813599836 45.3130211871872
hadron -48.2 down 42.6341709086588 82.242043846429
hadron 21.9 strange 53.9620347962795 57.0913103003315
boson -50.5 up 41.038095126749 22.3862468540935
hadron -9.7 up 48.3860442247453 67.4976999314613
hadron -30.2 up 39.9605811047217 79.005896372594
boson -51.5 up 40.0325476060653 31.5585254636061
gluon -2.8 charm 59.8176179032461 92.6380917944736
gluon -20.6 strange 45.9566429289432 33.2114312348344
gluon 54.5 charm 47.7072568017333 45.8273091076034
fermion -21.2 down 47.978472016755 53.735159820054
boson -52.5 up 49.0892430835433 38.5628925827247
hadron -36 up 54.8383584170046 34.4287371216712
fermion 9.9 up 56.0145675204021 41.6564558308593
hadron -50.6 charm 46.9747343347039 47.473035670738
gluon -5.7 charm 42.2975277348082 52.9380781722273
boson 47.7 down 48.6779404633706 6.18023749531283
fermion -33.6 down 54.5363807494149 6.98509588689591
hadron -38.7 charm 46.9545347915138 46.8783346540779
fermion 12.7 charm 46.7427842990702 36.0093738816612
gluon -49.9 strange 41.997665479475 66.3197978162193
fermion -18.9 charm 51.0567940510064 36.8307447864125
hadron 35.3 charm 49.0622513891586 88.8369560863211
gluon 6.3 up 56.1712214900459 66.921278311238
boson -28.1 charm 43.9547688811674 40.3888260470856
boson 38.5 up 50.1163235810204 38.0264173270744
fermion -16.4 charm 52.6238774599114 31.2222807265766
fermion 2.9 up 41.0664279102542 46.7705036340504
gluon 23.1 down 54.9600340341865 88.3867119331947
fermion -28.8 up 36.9366274802543 66.6413568061929
boson -68.1 up 49.9935873228582 82.5884602452502
fermion 54.3 strange 57.8819657795492 29.2669808681154
fermion -48.1 charm 50.0018914551312 64.2915246253248
hadron -59.1 up 47.8473903465334 65.5209054278817
boson 49.5 charm 45.2239360865492 33.5281982506861
fermion 48.5 charm 49.1838619585225 26.0052118372358
gluon 15 strange 49.5560821146704 59.3420926014286
fermion -41.8 charm 46.9098019604758 35.6789262120828
gluon -2.5 charm 47.0582559463562 56.8880199441221
fermion -53.6 strange 48.3486621268669 13.9422342790702
gluon 66.3 up 42.0474550467121 50.7382770054374
boson -25.4 down 48.6874361380052 48.1267099951789
boson 37.9 charm 48.3780858753235 51.8097208371228
hadron -67.9 up 45.6855154014443 103.246815616705
fermion -39.5 down 45.0903217062319 33.421040312705
hadron -28.8 up 48.9446358253666 51.6831488509895
hadron 4.1 strange 41.4669615649677 49.0611253472999
gluon 8.3 charm 47.8186024321515 83.7247469955939
boson 46.3 up 49.8634699251193 41.3346534967006
gluon 61.7 up 55.9551986952301 72.7277900525085
hadron -39.1 charm 43.112300319414 83.1187986866189
gluon -58.5 down 46.9240172701652 36.3999514507776
gluon -23.4 strange 48.035613826614 75.5825518805112
fermion -15.4 strange 46.5484996898023 41.2550314293427
fermion 30.6 up 53.705768271474 20.0119751805496
hadron 56.8 up 62.5248845646004 49.6160652684255
boson 15.6 strange 44.9034549243657 20.1689832231659
hadron 36.2 down 51.9767434146596 57.5621612335921
gluon -15.4 strange 47.2190350651298 63.609324515452
fermion 64.1 charm 48.4478888359814 65.772779017188
hadron 67.7 up 53.9704080791206 59.0739448321029
fermion 33.5 charm 51.6590546054784 24.8165740272301
gluon -12.9 down 47.4141970924624 82.3252464022945
fermion 4.2 up 52.7322807135634 18.8781970648006
fermion -26.6 strange 51.0740356149561 38.2891674054965
gluon -52.2 strange 47.3572636854751 64.6577139452466
gluon -8.8 charm 50.4008154137945 71.7572135759123
gluon -29.2 charm 50.7766003972401 65.2975053740819
hadron -38.5 up 47.8376808698293 56.4572259259047
boson 40.8 strange 48.2488987209871 62.3145741250577
fermion -12.7 strange 47.8071669038393 -10.4722028486253
gluon 44.7 charm 41.9181152557807 83.0656750977551
gluon 44 charm 54.4812117606048 83.3147990767963
fermion -66.2 up 48.8138173006138 16.5636127576932
boson 54.1 strange 49.4099825206424 53.1876999028844
fermion -23.8 up 50.3260778276211 34.4418050101944
boson -59.7 charm 44.1978986824091 41.7975397182913
boson -53.7 up 43.3815374375625 48.5181450299385
hadron 44.4 strange 55.8970713083063 53.6014955125175
boson 16.2 up 46.3092187685041 37.7154301172289
gluon -16.6 charm 45.3754076737179 51.1572821168007
gluon -68.4 up 51.2160700094254 34.7685312139809
fermion 4.5 charm 49.6466743721662 30.4460187981921
hadron 36.8 up 57.0443975279119 48.8839085925038
gluon 10.3 charm 50.9890917021744 85.905138610548
fermion -4.7 up 49.8879656611847 13.0334686731554
gluon -0.3 up 47.8541180263364 57.4805398034003
hadron -46.2 down 52.7349914057732 49.9644956769216
boson 14.4 up 49.5612480813405 83.4876887782358
fermion 2.5 charm 46.3472635439153 41.0248018299245
hadron -43.8 up 46.9498188072715 80.7087657726963
boson 13.3 down 50.7868378585275 41.8330093693866
fermion 47.7 charm 46.8955917808608 45.0580317440804
fermion 29 up 54.2419963336991 50.1689469978058
fermion -6.4 up 42.8622063094394 53.7152509547502
gluon -44.4 charm 51.2955886314155 65.0035411092816
fermion -30.1 strange 44.3474779123507 33.6846300805855
gluon -54.5 strange 48.5276806734985 53.7997353073689
hadron 28.6 charm 49.2344209709485 67.2329254608408
boson 43.8 up 42.9511898165208 44.2047996359969
hadron -51.6 strange 41.4044341791738 91.7150830655031
fermion 11.6 charm 58.9898968284522 58.4676776571553
gluon 2.4 up 53.7023456642533 74.285268627835
boson 55.4 charm 43.8970593695502 56.4914562163439
gluon -69.5 charm 53.4978660147823 51.9572741214344
fermion 64.3 up 47.0365576080573 63.6800141876596
boson 50.7 down 50.7529390459149 54.2647823151822
hadron 21.5 down 49.7786707410579 57.2191543378683
boson -43.8 up 50.3191598350345 43.0022828704442
fermion 49.5 strange 46.9070563712629 46.8460818246919
boson -24.9 down 43.5796982999264 43.8962594386785
gluon -28 down 51.7616937015358 59.8250092737237
hadron 4.4 down 46.5472487299706 87.1671159793959
hadron -49.4 down 49.7900507575083 61.951956473113
gluon -2.5 down 47.3519827786887 61.3284942235938
fermion -38 up 47.769529160122 43.7620369673577
fermion 1.3 strange 46.6793449586518 32.2180026532562
hadron -55.2 strange 48.8968784496559 63.4400178838563
fermion -51.1 strange 41.7054678049901 35.8390357836194
gluon 48.7 down 52.4398920009411 55.0248622835711
fermion 52.8 charm 46.6050690392824 33.1556180096095
boson -13.1 down 52.0324377159674 60.8889702149393
fermion -42.6 up 43.2985947380245 26.5010404375717
fermion -64.2 charm 49.0902483709087 60.945284351491
boson -12.1 down 45.8559291433458 39.5787375499259
boson -16.8 up 44.4727405800686 60.7021250231881
gluon 35.1 up 48.067561334836 66.4668464991439
hadron -16.9 up 53.8747512841703 53.075657401632
hadron -29.5 strange 49.2134818946029 89.3288047952623
boson -36.6 down 49.1418570135342 36.077638555178
gluon 19.6 strange 50.7239074156916 53.3360918893182
hadron -24.6 up 51.4289431988163 46.0348533863999
hadron -32.7 up 42.9860552253597 67.4609671409403
boson 43.1 up 37.6509261761376 54.7917079564167
gluon -40.3 strange 53.1272515627587 63.6357415518833
gluon -54.9 charm 63.6859269550546 46.0868752129772
hadron -58.9 up 54.5687071399093 71.7490730973096
gluon -40.6 down 45.8863643448348 59.7074967499933
gluon 66.9 charm 46.0509489574104 57.1687470806729
boson 63.1 strange 47.6270926701797 49.9159388127995
gluon 53.6 charm 52.582392686472 41.8838175291093
fermion -50.6 strange 47.4939436591726 39.7664349220695
fermion 34.7 charm 38.7169684819462 35.8868080967159
fermion -19.6 down 50.4199469771352 14.227289373159
fermion 15 strange 58.6924234732645 28.3272714679633
fermion 49.3 charm 49.000659608116 85.2357331692143
gluon 54 strange 52.6155728555268 62.6829199600974
boson 38.1 down 50.7066387223728 63.0016713903386
boson -15.9 down 54.1056025370272 33.6212416594192
boson -38.2 strange 55.2534285813392 9.52418426219134
fermion -11 up 53.0421374361509 32.3580740603731
gluon -49.6 strange 48.0330510204119 51.7693500929946
hadron -54.4 strange 41.4476158831578 36.415912217791
gluon -34 strange 50.3966676892599 62.5162289396955
boson -34.4 down 48.2805025444594 43.3233061203441
fermion 42.3 up 53.2846028725321 66.5834529797216
hadron -21.6 charm 56.0003756828089 57.6522896483879
boson 15.9 charm 46.2101384828835 52.3529954307044
hadron -29.2 charm 40.5615952686565 86.7640472283605
gluon -58.9 charm 52.0698429778736 84.1380517006379
hadron -32.5 strange 51.3576571362432 40.9187362972452
hadron -50.9 down 53.8214630845182 62.390557979877
hadron 51.8 down 50.7079075179102 76.4564397834688
boson 67.6 strange 51.7140288969692 45.6114198050659
gluon -38.7 strange 49.6575680164121 52.5336247350025
hadron -1.8 down 46.8282056152428 53.6093320231713
hadron -11.4 strange 52.1517789193758 32.3241985961407
fermion 55.1 down 41.4664836056307 38.9665231814547
boson 5.1 charm 39.556606793548 32.4446270956191
hadron 18.8 charm 54.4495447650255 42.7171460257026
boson 22.2 down 51.0361105848595 86.9679326988988
fermion 19.9 charm 47.33365134414 46.7057226548975
boson 9.6 down 46.2778781003351 55.1614524167253
boson -67.2 up 58.1686446174675 40.8049322006246
boson 68.3 strange 50.5366802618885 38.7194786768259
gluon 56.1 strange 50.1120033326203 35.6512455303704
gluon 41.2 strange 50.8151132583378 52.3725395423491
gluon 14.7 up 60.6855084765035 47.7721695365921
boson -30.7 down 53.9562044459064 41.4031667663221
fermion 67.8 up 44.6325171334329 56.4560401020158
hadron -44.8 down 40.6105260044702 86.1898911529959
boson 60.7 charm 53.3440490571901 79.4222929352844
boson -15.6 strange 40.3861287129461 53.7786377823546
gluon -60 charm 51.1706773448608 54.1814517270052
fermion 68.2 down 51.1907149923365 26.2443524913358
hadron -47.2 charm 47.2543937863996 42.565237107219
gluon 10.8 strange 48.3676458708769 108.680818031655
boson 4.1 down 43.2835592013506 53.0259073497315
fermion 22.7 strange 45.2225745665774 26.1843902070291
hadron 62.8 strange 48.285205719439 60.3428937490593
fermion 10.9 up 56.8805924641004 48.8676574553488
gluon 52.7 charm 60.6176275187732 56.0168687844901
fermion -39.6 strange 44.2118304562397 66.6355735180937
gluon -31.5 strange 51.4362599803053 31.8064091217697
fermion -30.2 strange 47.3076252293641 26.2610032458682
hadron -34.9 charm 48.6669684110139 49.2130235996678
hadron -34.8 charm 53.5866141389652 69.0921940051521
hadron -40.8 charm 52.4119718786487 69.4245116380932
gluon 22.1 charm 54.8172482916834 37.62483748618
gluon -3.4 charm 58.540413027807 58.9142012126849
gluon -7.5 charm 50.5526071359666 50.2457399165431
boson 49.4 down 50.0109289983534 55.056091454315
boson -0.8 down 49.8038192179986 46.8402022520393
fermion -7.7 charm 48.3455884776353 48.001886876384
gluon 26.4 charm 54.0527092456376 60.8842378907655
gluon -4.1 up 50.6478250182803 68.7801875428179
hadron -69.1 up 53.1287581673262 42.2213217649214
hadron -20.6 down 54.943772649161 59.1172186074508
boson -8.1 strange 55.1445117222142 21.7108524733822
gluon 11.1 charm 49.6210482604303 45.9619279082709
fermion -30.6 up 53.8610967482016 35.1588410523513
fermion 44 charm 52.618500900317 70.8961543859077
hadron -52.7 strange 57.8100204745235 54.8599491549037
boson -2.1 up 45.2152140025222 26.7152592761768
boson 60.5 down 53.626953003268 43.751289025382
fermion 21.5 up 47.7037927093808 19.325750940104
hadron -9.5 strange 44.1502041521742 60.4355299014928
gluon -55.3 strange 55.2847044044386 69.1686008215378
hadron -64.7 charm 42.8518913278534 57.4042726503388
hadron -41.5 strange 60.3406411878877 36.4631601841838
fermion -19.1 strange 55.9510703012384 86.5986613413888
hadron 66.7 charm 48.2626942503032 47.4436227516052
fermion 4.7 up 49.030647311515 29.5927272478185
gluon -42.9 up 52.6584460532244 67.6306284369008
hadron -39.8 strange 49.2683104539275 96.6401909541098
fermion -60.9 strange 44.7925864207514 44.6870871066176
boson 57.7 down 38.7443043925175 41.4485823528173
hadron 8.6 strange 44.1707588055789 79.4952046213669
gluon -27.9 charm 42.0717231885989 55.4483048677884
fermion 41.6 up 51.1735845110663 18.0585586486478
boson 52 charm 38.5046635477703 52.9983625668731
fermion 38.4 down 47.8673391791389 2.32380708147498
fermion -42.8 charm 49.5322661080093 36.7779062266175
gluon -12 strange 50.7336496278639 73.733288839718
fermion 40.9 strange 57.4451140605425 49.7279999259036
hadron 28.8 up 48.1832868629962 53.6693296952832
fermion -57.5 charm 50.3130485127422 51.161307514762
hadron -23.6 down 55.0241648825446 62.6113714698573
fermion 8 strange 46.9538764829286 44.2539783392047
fermion -54.6 charm 44.7127502582766 37.8929976690252
gluon -63.3 strange 50.7426285497852 62.2151992772976
fermion 20.4 down 51.8348856917681 31.8234422075284
gluon 8.3 up 56.8756440153083 46.0920190793911
fermion 39.1 charm 56.6450205187525 63.8894582332627
boson 8 down 49.415189963444 45.2924341992758
boson 60.9 strange 57.6295735148435 43.4836316202798
gluon -33 charm 54.0352690813094 97.1812690806211
fermion -42.4 up 56.6965383655218 21.2069520676427
boson 41.5 charm 41.7395589311143 36.2104395518859
gluon -11.9 up 48.8378944964699 64.1049048938527
fermion -6.3 strange 52.8459464021055 78.8811448327811
fermion -26.3 charm 51.5249498908634 28.1336928304955
boson 0.5 down 48.9053193778311 45.5020910100194
fermion 40.9 strange 53.1346748598834 -3.83635404144255
fermion 49.4 up 49.5797614708583 64.9562883358667
fermion 69.9 down 50.0570794478856 25.4284045049599
gluon -32.6 charm 49.4504848220908 96.1304863658076
hadron -53.3 up 51.4635277251564 65.3928832570849
hadron -62.7 charm 47.9787477022322 57.1024924605556
fermion -17.4 down 45.5253279653494 36.1028616273788
fermion 8.2 strange 51.5354444258827 66.6725495747558
boson -18.1 up 51.6029526346474 13.0462294054548
boson -7 up 48.4351758302528 27.3536292651315
fermion -54.4 charm 56.9377447824629 55.4478931032893
gluon 7.3 up 44.9684347119885 60.0227060106658
boson 41.9 up 52.4220972239862 37.390254676398
boson -19.2 down 45.6984279619101 45.154253977893
fermion 16.8 up 38.2519011765768 50.5672038565764
boson 27.6 up 49.8832787432694 22.6914897414803
gluon 49.4 strange 44.7618796318996 74.4879695504566
hadron 58.2 down 41.9427865362216 83.6269171869546
gluon -45.3 strange 44.7354963493924 82.5712083443746
hadron -23.5 up 48.9969410734497 94.8127864531377
gluon -10.5 strange 48.1893345464593 57.0912341872093
hadron 53.3 up 43.0510238127611 66.2394644455143
hadron -46.3 strange 51.0158481312994 51.4030874687565
fermion -33.9 charm 48.125979421788 44.0547470798715
fermion 54.5 charm 53.7073371938011 56.6213409037316
boson -1.4 down 51.9731298940295 17.1732093365207
boson 52.6 charm 47.9491434034516 37.5024649598389
boson -16.7 down 48.4146852470007 48.7369292841784
boson -15.8 down 45.226528123919 41.0021560468788
hadron 29.6 charm 56.0516831078509 43.0507859995357
gluon -64.6 down 50.6303493202521 62.8382326590868
gluon -49.7 strange 47.5747731715168 62.1407751416083
boson -1.7 up 47.4340289784619 79.408960975131
gluon 24.8 strange 48.7787086644077 44.4263017809931
boson -4.7 up 51.2062854754507 48.4955298394227
boson 8.8 up 44.3239284678636 30.6074870795474
gluon -52.8 down 56.9007165968458 56.9829526425932
fermion -57.1 charm 58.2946003171668 63.1499655316102
hadron 3.8 charm 58.1444891657919 54.8751371977089
gluon 56.4 down 46.6607260959413 51.1387024070761
boson -28 down 48.2388118510308 22.8270009017941
hadron -59.3 strange 51.2537979276398 62.4512593542806
hadron -39 up 53.3933869106676 61.1972939452024
gluon -38.2 up 68.1264698795334 44.0931753179352
gluon 38.5 down 54.3481551616732 86.7936370624325
fermion 60.4 strange 55.772256425454 12.6968355162944
boson 61.9 strange 48.5793140747736 73.2252673271233
hadron -9.5 strange 48.1067161641057 67.3526674504889
gluon 35.1 down 48.2806343397098 57.64448433242
boson 2.8 down 52.0672856505915 51.9793626265527
gluon -23.6 charm 53.8048445892706 47.8338073124117
boson 14.9 up 52.5568211062035 30.0846570304591
gluon -24.8 strange 53.6265957300041 70.8437028414609
fermion -38.5 charm 45.7848030222251 32.9148559128021
fermion 3.8 charm 57.5136444324623 14.7077031977661
hadron 25 strange 46.8597279293926 71.5732937100569
boson -11.3 up 47.5840190381984 38.653888154832
gluon -40.6 up 40.6746033735204 73.842907865991
fermion -51.6 down 46.7191183191644 1.64392446710619
hadron 47.5 down 47.3279404156404 56.8019345458705
boson 8.8 down 49.7897831477178 68.5758174333989
fermion 28.6 charm 45.7893896553758 63.6041349483228
hadron 31.9 down 51.7961896425229 73.3564072585611
fermion 34.9 charm 53.6391915015469 21.9784829040923
hadron -10.3 charm 52.3301359113462 79.8487377274933
hadron 30.1 down 47.566780013299 71.3468201414797
boson 12.9 down 46.3430255306197 26.594199341739
boson 41.2 up 47.0189109700983 -6.94771404124815
gluon 13.5 strange 55.0351077164902 56.305339277534
fermion 32.1 charm 48.1812236118334 46.5674549310235
fermion -61.9 charm 51.0783225724059 48.0846523054156
boson -0.7 down 53.0649872949945 45.3310157234143
fermion -62.8 up 41.3445111971501 54.522370790235
hadron 16.4 strange 45.4455467615909 35.0096668563227
fermion 34.4 down 55.1562641938025 20.6647599558303
boson -31.7 down 47.9850967407601 41.1164121546353
hadron 30.3 charm 47.9197411544234 28.8785296290817
fermion -28.3 charm 53.3538641655037 33.0565735649598
boson 23.2 charm 46.8390910767672 -5.23871843422875
boson -19.3 up 49.6769591377476 15.942289513823
gluon 32 up 48.9021536491425 53.085409213032
boson 40.7 down 50.570283484656 44.9570413323915
gluon -66.6 charm 49.9927558603172 73.1894484852826
fermion -39.3 charm 49.7097606352208 30.5635320364954
fermion -23.1 strange 47.1766662960366 22.2961319930364
gluon 68.1 up 50.6824567397837 80.2644009635587
fermion 9.1 down 42.127850663516 36.9524287444219
fermion 28.7 down 50.6454003701611 41.1271995276632
gluon -59.7 strange 54.1256380512461 62.540968499395
fermion 68.3 charm 53.6267394502685 73.9976131209951
fermion -9.8 charm 46.9983133959574 42.592190165788
gluon 39.5 charm 42.6700525650607 56.7850735761967
fermion -2.4 down 58.8590937877838 12.1152410390821
boson -47 down 46.2398463902225 42.4364771944356
gluon -25.9 charm 46.8698361011761 68.6252540563198
gluon -23.4 up 47.6095587338073 88.2615605636446
boson -52.4 down 44.7773630440401 -3.56302839773733
boson 30.7 up 56.7119553801205 38.7350647355269
fermion 2.5 down 39.2604179318127 26.6978640165081
boson 28.9 strange 49.5339685386527 67.1254292314576
hadron 7.3 up 43.4394979573918 74.4358991606191
fermion -65.7 up 48.2382932532338 37.4583645097363
gluon -66.6 charm 54.931016956033 52.20490599607
boson 43.5 strange 43.5950643182872 52.0255394446014
hadron 55.9 charm 52.8780759858502 30.3356399553563
hadron -40.4 charm 48.0538510994353 59.7971786857224
hadron -13.8 up 51.9979600750762 66.0202716928665
gluon -51 down 51.2034150424358 70.8041805895272
boson -32.7 charm 49.8019790071942 20.3387762086406
hadron 40.5 charm 51.2019417214966 56.55670677013
fermion -67.2 charm 52.2844844025421 28.8652274528856
boson 15.3 down 54.4325700650221 44.2274199443459
fermion -6.7 strange 55.5186542306007 15.796344987177
gluon -68.5 charm 52.2953729890896 31.3875184535072
gluon -29.8 strange 50.0013236022555 26.4170694798694
fermion -9.1 down 44.278779782793 54.1587044457317
fermion 38.6 down 53.8636053871894 43.6404427980457
fermion 7.3 strange 50.4859138555291 9.33151799789157
hadron -61 down 60.3025164153754 63.1478253388282
boson -53.6 down 45.6482590392365 49.8540313293334
gluon -28.4 up 57.3327698569254 39.9863757863655
boson -28.8 down 49.0564695064043 35.5296480567449
gluon -35.1 strange 45.0182126498259 51.6123169298059
boson 59.8 charm 47.8599609122677 68.036778977231
gluon -9.2 up 47.1869744973179 76.0612455456852
boson -14.3 up 45.0419357956144 37.9018988475495
boson 52 up 49.5345330264754 -2.00914586855026
fermion -59.4 charm 46.8059090110875 37.1969409521697
fermion 31.1 charm 45.180332468337 50.3409301925112
fermion -11.8 up 50.3791495190698 27.9994453877923
fermion 11.6 charm 50.3813389205526 23.1629160426926
hadron -61.7 charm 50.5968077488237 42.901045853192
hadron 33.2 strange 57.0260973127914 73.0723348051488
gluon 58.6 strange 49.1260057800808 54.1996658015329
hadron 40 charm 48.4432874539867 56.0836632058884
fermion -37.4 up 46.8550948521346 45.5700279524831
fermion 25.9 down 49.815468942325 31.1781622845687
hadron 65.6 down 45.1529265146703 64.71843497934
boson -0.9 strange 47.1128752819239 57.2591845018713
hadron 11 up 51.5187386593082 96.4364033138389
hadron -34 charm 65.6919340878827 16.8153329386775
fermion 0.9 charm 50.3191565096294 60.810321885122
hadron 33.9 down 49.0507209181189 64.4821652608788
gluon -49.9 charm 53.7547753784748 90.1753980136244
fermion 39 charm 59.7685195118391 8.89688051436959
hadron -11.2 strange 55.0648089217912 64.9083135083491
fermion 14.2 up 47.843163884037 16.7437335380542
gluon -38.7 charm 48.4958696158427 25.593336859148
fermion 41.3 up 56.1631163986991 66.4563937199763
boson 35.6 down 47.7651506697044 54.0722888958447
fermion 55.6 strange 53.8042146158561 28.7565367239427
gluon 12.7 up 57.344390424619 56.9605230703342
gluon -5.5 up 54.9204328301841 43.5217379948362
hadron -68.1 charm 46.1426999031019 41.2348139835642
boson 15 up 40.4134930414976 69.5390861080457
hadron -0.3 charm 57.4182981223111 42.9920243996532
gluon -48.3 up 47.8169797136542 51.3051277879241
gluon 60.3 strange 44.5959410063636 64.7272590548692
hadron 36.3 strange 50.9016201204325 33.4044631904163
boson 32.3 down 60.3584836693625 14.863079428749
gluon -61 up 49.3626321229751 67.7892697713354
fermion 27.3 down 50.1832088161294 63.6032258247299
